r1bqkb1r/pppp1ppp/2n2n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w
rn2kbnr/ppp1pppp/8/4q3/8/2N2P2/PPPPBP1P/R1BQK2R b
rnbqkbnr/ppp2ppp/4p3/8/3pPN2/8/PPPP1PPP/R1BQKBNR b
rnbqkbnr/pp3ppp/2p1p3/3P4/2PP4/8/PP3PPP/RNBQKBNR b
rnbqkbnr/p2ppppp/1p6/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR w
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R b
rnbq1rk1/ppp1ppbp/5np1/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b
rnbqk1nr/ppppppbp/6p1/8/4P3/1P6/P1PP1PPP/RNBQKBNR w
rnbqk2r/1p2bppp/p2ppn2/8/3NP3/2N1BP2/PPPQ2PP/R3KB1R b
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/4P1P1/PPP2P1P/RNBQKBNR b
rnbqk2r/ppp2ppp/4pn2/3pP1B1/1b1P4/2N5/PPP2PPP/R2QKBNR b
rnbqkbnr/pp1p1ppp/4p3/8/1p2P3/P7/2PP1PPP/RNBQKBNR w
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 w
r1bqkbnr/ppp2ppp/2n1p3/3p4/8/5NP1/PPPPPPBP/RNBQK2R w
rnbqkb1r/pp1p1ppp/5n2/2pP4/8/8/PPP2PPP/RNBQKBNR w
rnb1kbnr/ppp2ppp/8/3q4/3P4/8/PP3PPP/RNBQKBNR b
rn1qkbnr/ppp2ppp/3p4/4p3/4P1b1/2P2N2/PP1PBPPP/RNBQK2R b
rnbqkb1r/pp2pp1p/2p2p2/8/3P4/5N2/PPP2PPP/R1BQKB1R b
rn1qkbnr/ppp2ppp/8/4p3/4P1b1/5N2/PPPP2PP/RNBQKB1R w
rnbqkbnr/pp3ppp/4p3/2p5/2BP4/4PN2/PP3PPP/RNBQK2R b
rnbqkb1r/ppp3pp/4pn2/3p1p2/3P1P2/4PN2/PPP3PP/RNBQKB1R w
rnbqkbnr/pp2pppp/2p5/3pP3/8/2N5/PPPP1PPP/R1BQKBNR b
r1bqkbnr/pp3ppp/2n1p3/2pp4/4PP2/3P1N2/PPP3PP/RNBQKB1R w
rnbqkb1r/ppp3pp/4pn2/3p1p2/3P4/5NP1/PPP1PPBP/RNBQK2R w
r1bqkbnr/1p1ppppp/p1n5/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b
r1bqkbnr/pppp2pp/2n2p2/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w
r1bqkbnr/pppp2pp/2n2p2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w
r1bqk1nr/pppp1ppp/1bn5/4p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R w
rnb1kbnr/pppp1ppp/4pq2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b
rnbqk2r/pp2bppp/2p1pn2/3p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w
r1bqkb1r/pp1ppp1p/2n2np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b
rnbqkb1r/pp2pppp/5n2/1B1p4/3P4/5N2/PPP2PPP/RNBQK2R b
r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/P1P5/1P3PPP/RNBQKBNR b
rnbqkb1r/pp3ppp/3p1n2/2p5/4P3/2N2N2/PPP2PPP/R1BQKB1R b
rnbqkbnr/pp4pp/3p4/2pPpp2/2P1P3/2N5/PP3PPP/R1BQKBNR b
rnbqk2r/ppp1ppbp/3p1np1/8/3P4/4PN2/PPP1BPPP/RNBQ1RK1 b
rnbqkbnr/pp2pppp/3p4/2p5/8/5NP1/PPPPPP1P/RNBQKB1R w
rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P4/2N1PN2/PPP2PPP/R1BQKB1R w
rnbqk2r/ppp1ppbp/6p1/8/3PP3/2n2N2/PP3PPP/R1BQKB1R w
rnbqkbnr/ppp3pp/4p3/3p1p2/2PP4/4PN2/PP3PPP/RNBQKB1R b
rn1qkbnr/ppp1pppp/8/3p4/3P4/4PQ2/PPP2PPP/RNB1KB1R b
r1b1kbnr/ppp2ppp/2n5/3qp3/3P4/2N1P3/PP3PPP/R1BQKBNR b
rnbqkbnr/p1pp1ppp/1p2p3/8/3P4/2N5/PPP1PPPP/R1BQKBNR w
r1bq1rk1/pppp1ppp/2n2n2/2b1p1B1/2B1P3/3P1N2/PPP2PPP/RN1QK2R w
rnbqkbnr/pp3ppp/2p5/3p4/3P4/2N1P3/PP3PPP/R1BQKBNR b
r1bq1rk1/ppp1bppp/2np1n2/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQR1K1 w
rnbqkbnr/pp3ppp/2ppp3/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w
rnbqkb1r/pp3ppp/2p2n2/3p4/3P4/3B1N2/PPP2PPP/RNBQK2R w
r1bq1rk1/pppp1pp1/2n2n1p/2b1p1B1/2B1P3/2NP1N2/PPP2PPP/R2QK2R w
rn1qkbnr/pp2pppp/2p5/3p1b2/3P4/6P1/PPP1PPBP/RNBQK1NR w
r1b1k1nr/pppp1ppp/2n5/2b1p1q1/2B1P3/8/PPPP1PPP/RNBQK2R w
rnbqkb1r/pp1p1ppp/4pn2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b
r1bqk1nr/ppp1bppp/2np4/8/2BNP3/8/PPP2PPP/RNBQK2R w
r1bqkbnr/pppp1ppp/2n5/4p3/8/2P1P3/PP1P1PPP/RNBQKBNR w
r1bqk1nr/ppppbppp/8/8/2BnP3/8/PPP2PPP/RNBQK2R w
r2qkbnr/ppp1pppp/2n5/3p1b2/3P1P2/4PN2/PPP3PP/RNBQKB1R b
r1bqkbnr/ppp1pppp/2n5/4P3/3p4/3P1N2/PPP2PPP/RNBQKB1R b
rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/2NP1N2/PPP2PPP/R1BQKB1R b
rnbq1rk1/ppp1ppbp/5np1/3P4/3P4/2N1PN2/PP3PPP/R1BQKB1R b
rnbqkbnr/pp2pppp/2p5/3p4/1P6/4P3/PBPP1PPP/RN1QKBNR b
rnbqkbnr/pppp2pp/8/4pp2/2P5/6P1/PP1PPPBP/RNBQK1NR b
rnbqkbnr/pp2pppp/8/3p4/8/5N2/PPPPBPPP/RNBQK2R b
rn2kbnr/ppp1pppp/8/4qb2/8/2N5/PPPPBPPP/R1BQK1NR w
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/2P2NP1/PP2PP1P/RNBQKB1R b
r1bqk2r/ppp1bppp/3p1n2/8/2BQP3/8/PPP2PPP/RNB2RK1 w
rn2kbnr/ppp1pppp/8/4qb2/8/2N2P2/PPPPB1PP/R1BQK1NR w
rnbqkb1r/pp3ppp/5n2/3pp3/8/1BNP4/PPP2PPP/R1BQK1NR b
rnbqkb1r/pp1ppp1p/5np1/2p5/2PP4/4P3/PP3PPP/RNBQKBNR w
rnbqkb1r/ppp2ppp/3p3n/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w
rnbqkbnr/ppp3pp/4p3/3p1p2/3P1P2/4PN2/PPP3PP/RNBQKB1R b
r1bqkb1r/pppp1p1p/5np1/4p3/2BnP3/3P4/PPP2PPP/RNBQK1NR b
rnb1kbnr/ppp2ppp/4p3/q7/8/2N2N2/PPPP1PPP/R1BQKB1R w
rn1Qkbnr/ppp2ppp/8/4p3/4P1b1/5N2/PPP2PPP/RNB1KB1R b
rnbqkbnr/pp3ppp/4p3/2Pp4/2P5/4P3/PP3PPP/RNBQKBNR b
r2qkbnr/ppp1pppp/2n5/3p1b2/3P4/5NP1/PPP1PP1P/RNBQKB1R w
r1bqkb1r/ppp2ppp/4pn2/8/3P4/3B1N2/PPP2PPP/R1BQK2R b
rnbqkbnr/p1pppppp/1p6/8/6P1/8/PPPPPPBP/RNBQK1NR b
rnbqk1nr/ppp2ppp/4p3/8/1bBP4/4P3/PP3PPP/RNBQK1NR w
rnbqkb1r/pp2pp1p/2p2np1/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b
rnbqkbnr/ppp2ppp/8/4N3/2B1p3/8/PPPP1PPP/RNBQK2R b
rnbqk2r/ppppppbp/5np1/8/3P4/2N1PN2/PPP2PPP/R1BQKB1R b
r1bqkbnr/pppp1p1p/2n5/6p1/2BPPp2/5N2/PPP3PP/RNBQK2R b
r2qkbnr/ppp1pppp/2n5/1B1pPb2/3P4/8/PPP2PPP/RNBQK1NR b
r1bqkbnr/pp2pppp/2np4/2p5/4P3/5NP1/PPPP1PBP/RNBQK2R b
r1bqkbnr/ppp2ppp/2n5/3pp3/3P4/4PN2/PPP2PPP/RNBQKB1R w
rnbq1knr/pppp2pp/8/2b1p2Q/4P3/8/PPPP1PPP/RNB1K1NR w
rnbqkb1r/pppp1ppp/8/4P3/2B1n3/8/PPP2PPP/RNBQK1NR b
rnbqkbnr/ppp2ppp/8/3p4/8/5N2/PP1PPPPP/RNBQKB1R w
r1bqk1nr/pppp1pp1/2n4p/2b1p3/2B1P3/P2P1N2/1PP2PPP/RNBQK2R b
rnbqk2r/ppp1bppp/4pn2/3p2B1/3P4/2P2N2/PP2PPPP/RN1QKB1R w
rn1qkbnr/ppp1pppp/8/3p4/3P1Bb1/5N2/PPP1PPPP/RN1QKB1R b
rnbqkb1r/ppppp1pp/5n2/5p2/8/5NP1/PPPPPPBP/RNBQK2R b
r1bqkb1r/pppp1ppp/2n5/4p3/2BPn3/5N2/PPP2PPP/RNBQK2R w
r1bqkbnr/pp2pppp/2n5/2pp4/5P2/2P1PN2/PP1P2PP/RNBQKB1R b
r1bqkb1r/ppp2ppp/4pn2/8/3P4/5N2/PPP2PPP/R1BQKB1R w
rnbqkb1r/pp1p1ppp/5n2/2pPp3/2P5/2N5/PP2PPPP/R1BQKBNR b
rn1qkb1r/pbpppppp/1p3n2/3P4/4P3/8/PPP2PPP/RNBQKBNR w
rn1qkbnr/pp2pppp/8/3p4/3P4/3b1N2/PPP2PPP/RNBQK2R w
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BN2/PP3PPP/R2QKB1R b
rnbqkb1r/pp3ppp/2p1pn2/8/2PPN3/8/PP3PPP/R1BQKBNR w
rnbqkbnr/ppp1pp1p/6p1/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w
rn1qkb1r/pp2pppp/2p2n2/3p1b2/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b
r1bq1rk1/pppp1pbp/2n2np1/4p3/2B1P3/2PP1Q2/PP3PPP/RNB1K1NR w
r1bqk1nr/pppp1ppp/2Bb4/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b
rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/2N1PN2/PP2BPPP/R1BQK2R b
rnbqkbnr/pppp1pp1/4p2p/8/3P4/5N2/PPP1PPPP/RNBQKB1R w
r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2P5/PP3PPP/RNBQKB1R w
r1bq1rk1/pppp1pp1/2n2n1p/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w
r1b1kbnr/ppp1pppp/2n5/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R b
rnbqk1nr/pp2ppbp/2p3p1/3p4/3PP3/2N2N2/PPP2PPP/R1BQKB1R w
rnbqk2r/pppp1ppp/4pn2/8/2PP4/2P1P3/P4PPP/R1BQKBNR b
rnbqkb1r/ppp2ppp/5n2/3P4/2P2p2/5N2/PP1P2PP/RNBQKB1R b
rnbqkbnr/pp3ppp/4p3/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w
r1bqkb1r/pppn1ppp/3p1n2/4p3/2PPP3/2N5/PP3PPP/R1BQKBNR w
r1bqkbnr/pp1p1ppp/2n1p3/2p1P3/5P2/5N2/PPPP2PP/RNBQKB1R b
r2qkb1r/pp2pppp/2n2n2/3p4/3P2b1/3B1N2/PPP2PPP/RNBQ1RK1 w
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/P7/1PPP1PPP/RNBQK1NR w
rn1qkbnr/pbpppppp/1p6/3P4/8/8/PPP1PPPP/RNBQKBNR w
k7/8/PK6/8/8/8/8/8 b
rnb1kb1r/ppp1pppp/5n2/3q4/8/5Q2/PPPP1PPP/RNB1KBNR w
rnbqkbnr/pp1p1ppp/2p5/4p3/2P1P3/2N5/PP1P1PPP/R1BQKBNR b
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R w
rn1qkb1r/ppp1pppp/5n2/3p1bB1/3P4/2N5/PPP1PPPP/R2QKBNR w
rnbqkb1r/ppp2ppp/3ppn2/8/2PPP3/8/PP3PPP/RNBQKBNR w
8/8/8/8/6k1/6p1/6K1/8 w
rn1qkbnr/pp1B1ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQK1NR b
rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2P2N2/PP1PBPPP/RNBQK2R b
rnbqk1nr/pp3ppp/8/2bp4/8/4P3/PP3PPP/RNBQKBNR w
rnb1kbnr/ppp1pppp/8/8/4q3/5N2/PPPP1PPP/RNBQKB1R w
r1bqkb1r/pppn1ppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w
r1bqkbnr/3p1ppp/p1n1p3/1pp5/2B1P3/P1N2N2/1PPP1PPP/R1BQK2R w
rn1qkbnr/pp2pppp/2p5/3p1b2/3P1B2/2N5/PPP1PPPP/R2QKBNR w
r1bqkbnr/pp1ppppp/2n5/8/4P3/3Q4/PPP2PPP/RNB1KBNR b
r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/3P1NP1/PPP2P1P/RNBQKB1R b
rnbqk2r/pppp1ppp/5n2/2b1p3/4P3/6P1/PPPP1PBP/RNBQK1NR w
r1bqkbnr/pp3ppp/2n1p3/1BppP3/8/5N2/PPPP1PPP/RNBQK2R w
rn1qkbnr/ppp2ppp/8/3pP3/5pb1/5N2/PPPP2PP/RNBQKB1R w
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w
rnbqk1nr/pp1pbppp/4p3/2p5/4PP2/5N2/PPPP2PP/RNBQKB1R w
rn1qkbnr/pp2pppp/8/3p4/3P4/3Q1N2/PPP2PPP/RNB1K2R b
r1bqk1nr/pp1pppbp/2n3p1/2p5/4PP2/2P2N2/PP1P2PP/RNBQKB1R w
r1bqkb1r/ppp2ppp/2np1n2/4p3/2BPP3/2N2N2/PPP2PPP/R1BQK2R b
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 b
rnbqkb1r/pppp1ppp/4pn2/8/5P2/5N2/PPPPP1PP/RNBQKB1R w
rnbqkbnr/pp1ppppp/8/2P5/8/8/P1PPPPPP/RNBQKBNR b
rnbqkbnr/ppp3pp/8/3ppp2/8/3P2P1/PPP1PPBP/RNBQK1NR w
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/P4N2/1PPP1PPP/RNBQKB1R b
rnbqk1nr/pppp1ppp/8/8/1bB1P3/2p5/PP3PPP/RNBQK1NR w
rnbqkbnr/pp2pppp/2p5/8/2pP4/4PN2/PP3PPP/RNBQKB1R b
rnbqkbnr/p3pppp/2p5/1p6/2pP4/2N2N2/PP2PPPP/R1BQKB1R w
r1bqkbnr/pp2pp1p/2np2p1/8/3PP3/5N2/PP3PPP/RNBQKB1R w
rn1q1rk1/ppp1ppbp/3p1np1/8/2PPP1b1/2N2N2/PP2BPPP/R1BQK2R w
r1bqkb1r/pp2pppp/2np1n2/8/2PNP3/2N5/PP3PPP/R1BQKB1R b
rnbqkbnr/pp3ppp/2pp4/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b
r1bqkbnr/ppp2ppp/2np4/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR b
rnbqk2r/ppp1bpp1/4pn1p/3p4/2PP3B/2N1P3/PP3PPP/R2QKBNR b
r1bqkb1r/pppn1ppp/4pN2/8/3P4/5N2/PPP2PPP/R1BQKB1R b
rnbqkb1r/ppppnppp/4p3/8/3P4/5N2/PPP1PPPP/RNBQKB1R w
r1bq1rk1/pppnppbp/3p1np1/8/2PPP3/2NB1N2/PP3PPP/R1BQK2R w
8/8/8/8/6k1/7p/8/6K1 b
r1bqk1nr/ppp2ppp/2nb4/8/8/2N2N2/PPP1PPPP/R1BQKB1R b
rnb1kbnr/ppp2ppp/8/q3P3/8/2N5/PPP2PPP/R1BQKBNR b
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B1P1N2/PPP2PPP/RNBQ1RK1 b
r1bqkb1r/pp2pppp/2np1n2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 b
r1b1kbnr/pppp1ppp/2n2q2/4p2Q/4P3/5N2/PPPP1PPP/RNB1KB1R w
rnbqkbnr/ppp3pp/3p4/4pp2/3PP3/2N2N2/PPP2PPP/R1BQKB1R b
rnbqk2r/ppppppbp/5np1/8/3P1B2/2N2N2/PPP1PPPP/R2QKB1R b
rn1qkbnr/ppp1pppp/8/3p1b2/8/1P6/PBPPPPPP/RN1QKBNR w
r1bqkb1r/pp2pppp/2p2n2/8/3PB3/5N2/PPP2PPP/R1BQK2R w
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPPNPPP/RNBQK2R b
r1bqkbnr/pp3ppp/2n1p3/2pP4/2BP4/5N2/PPP2PPP/RNBQK2R b
rnbqkb1r/pp2pppp/2p2n2/3p4/3P4/3BP3/PPPN1PPP/R1BQK1NR b
rnbqkbnr/pp1p1ppp/2p1p3/8/3P4/2N5/PPP1PPPP/R1BQKBNR w
rnbqkbnr/3p1ppp/p3p3/1pp5/2B1P3/P2P4/1PP2PPP/RNBQK1NR w
r1bqk1nr/pppp1ppp/2n5/2b1p3/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b
rnbqkbnr/pp1p1ppp/8/4p3/4P3/2N5/PP3PPP/R1BQKBNR w
rn1qkbnr/ppp1pppp/8/3p1b2/8/6P1/PPPPPPBP/RNBQK1NR w
rn1qk1nr/pbpp1pbp/1p2p1p1/8/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 b
rnbqk1nr/pppp1ppp/1b2p3/8/3PP3/5N2/PPP2PPP/RNBQKB1R w
rnbqkbnr/pppp2pp/4p3/5p2/3P4/4PN2/PPP2PPP/RNBQKB1R b
rnbqkbnr/pp2pppp/3p4/2p5/4P3/1P3N2/P1PP1PPP/RNBQKB1R b
rnbqkbnr/pp1p1ppp/2p1p3/8/3PP3/2P5/PP3PPP/RNBQKBNR b
rnbqkbnr/pp1ppp1p/6p1/2p5/3PP3/8/PPP2PPP/RNBQKBNR w
rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPPBPPP/R1BQK1NR b
rnbqkbnr/pp3ppp/4p3/8/2BP4/5N2/PP3PPP/RNBQK2R b
r2qkbnr/pbpnpppp/1p1p4/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w
r1bqkbnr/pp2pppp/2n5/3p4/3P4/4P3/PP3PPP/RNBQKBNR w
rnbqkbnr/pp2pppp/2pp4/8/2P5/2N5/PP1PPPPP/R1BQKBNR w
rnbqkbnr/pp3ppp/8/1B1pp3/8/5N2/PPPP1PPP/RNBQK2R b
rnbqk2r/ppppppbp/5np1/6B1/2PP4/8/PP2PPPP/RN1QKBNR w
r1bqkb1r/pp1p1ppp/2n1pn2/8/2PN4/2N5/PP2PPPP/R1BQKB1R w
rnbqkbnr/pp3ppp/3pp3/2p5/2B1P3/3P4/PPP2PPP/RNBQK1NR w
rnb1kb1r/pp2pppp/2p2n2/q7/2B5/2N2N2/PPPP1PPP/R1BQK2R w
r1bqkbnr/pp2pppp/2np4/2p5/2B1P3/5N1P/PPPP1PP1/RNBQK2R b
rn1qkb1r/ppp1pppp/4bn2/8/2pP4/2N1P3/PP3PPP/R1BQKBNR w
rnbqkbnr/ppp2ppp/8/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR b
rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/2NP4/PPP2PPP/R1BQKBNR w
r1bqkb1r/pp1p1ppp/5n2/2p5/3QP3/2N5/PPP2PPP/R1B1KB1R w
rn1qkbnr/pppbpppp/8/8/2pP4/2N5/PP2PPPP/R1BQKBNR w
r2qkb1r/ppp2ppp/2n1b3/3np1N1/2B5/5Q2/PPPP1PPP/RNB1K2R w
rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/2N3P1/PPPP1P1P/R1BQKBNR w
rnbqkb1r/pp2ppp1/2p2n1p/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w
rnbqkbnr/pp2pppp/8/2p1P3/3p1P2/5N2/PPPP2PP/RNBQKB1R b
rn1qkbnr/pbpppppp/1p6/8/4P3/5P2/PPPP2PP/RNBQKBNR w
r1b1k1nr/pppp1ppp/2n5/8/1b1NP2q/2N5/PPP2PPP/R1BQKB1R w
r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/1P3N2/PBPP1PPP/RN1QKB1R b
rnbqkb1r/pppp1ppp/8/4p3/2BPn3/8/PPP2PPP/RNBQK1NR w
rn1qkbnr/pp2pppp/2p5/3p1b2/8/5NP1/PPPPPPBP/RNBQ1RK1 b
rnbqkbnr/pppp1ppp/8/8/3Pp3/2N1P3/PPP2PPP/R1BQKBNR b
rnbqkbnr/pp2pppp/2p5/3N4/3pP3/8/PPPP1PPP/R1BQKBNR w
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/4PN2/PP3PPP/RNBQKB1R w
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3P4/5N2/PPPNPPPP/R2QKB1R b
rnbqk2r/pppp1pp1/5n1p/2b1p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR w
rnbq1rk1/pp2ppbp/2pp1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR w
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3P4/P1N5/1PP1PPPP/R2QKBNR b
rnb1kb1r/ppp1pppp/5n2/q7/8/2NP4/PPPB1PPP/R2QKBNR b
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P3P/PPP2PP1/RNBQK1NR b
rn1qkbnr/pp1B1ppp/3p4/2p5/3NP3/8/PPP2PPP/RNBQK2R b
rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b
rnbqkbnr/pp3ppp/4p3/2p1P3/3p1P2/5N2/PPPP2PP/RNBQKB1R w
rnbq1rk1/pp2bppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R b
rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PP2PPPP/R1BQKBNR w
rnbqkb1r/ppp2ppp/3p1n2/4p3/4P3/2PP1N2/PP3PPP/RNBQKB1R b
rnbqkbnr/pp1ppppp/8/8/2Pp4/4P3/PP3PPP/RNBQKBNR b
8/8/8/8/6k1/6p1/8/6K1 b
rnbq1rk1/p1p1bppp/1p2pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w
rnbqkbnr/ppp2ppp/8/3p4/4p3/1P4P1/PBPPPPBP/RN1QK1NR b
rn1qkb1r/pp2pppp/2p2n2/3p2B1/2PP2b1/2N2N2/PP2PPPP/R2QKB1R b
rnbqkb1r/ppp1pppp/1n1p4/4P3/2P5/5N2/PP1P1PPP/RNBQKB1R w
rnbqkbnr/pp1p1ppp/8/2pPp3/2P1P3/8/PP3PPP/RNBQKBNR b
rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/2P5/PP3PPP/RNBQKBNR w
rnbqkbnr/pp3ppp/2ppp3/8/3PP3/3B1N2/PPP2PPP/RNBQK2R b
r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/2N2N2/PPPPBPPP/R1BQK2R b
rn1qkbnr/pp2pppp/2p5/8/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w
rnbqkbnr/p2ppppp/1p6/2p5/1P2P3/8/P1PP1PPP/RNBQKBNR w
rnbqkbnr/1ppp1ppp/p3p3/8/3P4/4P3/PPP2PPP/RNBQKBNR w
rnbqkbnr/ppppp1pp/8/5p2/8/3P4/PPP1PPPP/RNBQKBNR w
r1bqkb1r/ppppnppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w
rnb1kb1r/ppp1qppp/3p4/8/3Pn3/5N2/PPP1BPPP/RNBQK2R b
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2N2NP1/PP2PPBP/R1BQK2R b
rnbqk1nr/ppp1ppbp/3p2p1/8/2B1P3/2N5/PPPP1PPP/R1BQK1NR w
rn1qkbnr/pbpppppp/1p6/8/4P3/8/PPPPBPPP/RNBQK1NR w
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/P1N5/1PP1PPPP/R1BQKBNR b
r1bqkb1r/pppp1ppp/2n2n2/4p3/8/1P4P1/PBPPPP1P/RN1QKBNR w
rnbqkbnr/1ppp1ppp/p3p3/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b
rnbqkb1r/ppp1pppp/5n2/8/4p3/8/PPPP1PPP/RNBQKBNR w
r1bqkbnr/pp1ppppp/2n5/8/3P4/8/PPP2PPP/RNBQKBNR w
rnbqk1nr/pppp1pbp/4p1p1/8/3PP3/3B1N2/PPP2PPP/RNBQK2R b
rnb1kb1r/ppp2ppp/4pn2/3q4/3P4/5N2/PPP2PPP/RNBQKB1R w
r1bqkbnr/pp1p1ppp/2n5/4pN2/4P3/8/PPP2PPP/RNBQKB1R b
rnbqkbnr/ppp2p1p/3p2p1/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w
rnbqk1nr/pp1pppbp/6p1/2p5/2PP4/2N2N2/PP2PPPP/R1BQKB1R b
r1bqkbnr/ppp1pppp/2n5/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R w
r1bqkb1r/ppp2ppp/2np1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b
r2qk1nr/ppp2ppp/2nb4/8/4P1b1/5N2/PPP1BPPP/RNBQK2R b
rnbqk2r/ppp1bppp/4pn2/3p4/3P1P2/4PN2/PPP3PP/RNBQKB1R w
r1bqkbnr/pp3ppp/2n5/2pp4/2BP4/5N2/PPP2PPP/RNBQK2R w
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w
rn1qkbnr/pbp1pppp/1p1p4/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w
r1bqkbnr/1p1p1ppp/p1n1p3/2p5/2B1P3/P2P1N2/1PP2PPP/RNBQK2R b
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/5N2/PPP1BPPP/RNBQK2R b
r1b1kbnr/ppp1pppp/2n1Q3/8/8/2N5/PPPP1PPP/R1B1KBNR b
rnbqkb1r/ppp2ppp/4pn2/8/2BPP3/8/PP3PPP/RNBQK1NR w
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/2P1PN2/PP3PPP/RNBQKB1R b
rnbqk1nr/ppp2ppp/4p3/8/2BP4/2P1P3/P4PPP/R1BQK1NR b
rnbqkbnr/ppp1pppp/8/3P4/4p3/8/PPP2PPP/RNBQKBNR b
rnbqkbnr/1ppppppp/p7/8/8/6P1/PPPPPP1P/RNBQKBNR w
rnbqkb1r/ppp1pppp/5n2/3p4/8/2P1P3/PP1P1PPP/RNBQKBNR w
